,iati id,project,description_narrative,sector code,sector name,publisher,provider/buyer,year,default_currency,disbursment
137,XM-DAC-41122-Niger-3180/A0/06/883/001,3.1 IMPROVED ACCESS TO SAFE DRINKG WATER,"Output 3.1: By 2018\, communities\, schools and health facilities in the most-at-risk geographic areas have improved\, sustainable\raccess to safe drinking water and sanitation\, which contributes to Sanitation\, Wash In Schools And Ecd Centres\, Wash â€“ General\, Water\, Water Supply. UNICEF aims to achieve this through Systems Strengthening And Institution Building. This contributes to the following Country Programme result: Outcome 3: By 2018\, children\, in particular the most vulnerable\, have access to improved water sources and adequate sanitation\rfacilities in schools\, health centers and communities to prevent diseases\, including in emergency situations.",14021,Water supply - large systems,UNICEF,"CABINET DU PREMIER,French Committee for UNICEF,UNICEF,ONG CISP COMITATO INTERNAZIONALE PER LO SVILUPPO DEI POPOLI,Swedish Committee for UNICEF,Global - Water Sanitation & Hygiene,United States Fund for UNICEF,DR P PF PE AGADEZ,Japan,UNICEF Regular Resources,Germany,UNICEF,European Commission/EC,UNOCHA,The United Kingdom",2017,USD,423061
138,XM-DAC-41122-Niger-3180/A0/06/883/002,3.2 GOOD HYGIENE & SANITATION PRACTICES,"Output 3.2: By 2018\, households\, including children and adolescents\, adopt favourable behaviours for improving hygiene and\rsanitation conditions at community level\, in schools and health facilities\, which contributes to Hygiene\, Sanitation\, Wash In Schools And Ecd Centres\, Water\, Water Supply. UNICEF aims to achieve this through Evaluations\, Research And Data\, Systems Strengthening And Institution Building. This contributes to the following Country Programme result: Outcome 3: By 2018\, children\, in particular the most vulnerable\, have access to improved water sources and adequate sanitation\rfacilities in schools\, health centers and communities to prevent diseases\, including in emergency situations.",14020,Water supply and sanitation - large systems,UNICEF,"UNICEF,Global - Water Sanitation & Hygiene,CABINET DU PREMIER,ONG CISP COMITATO INTERNAZIONALE PER LO SVILUPPO DEI POPOLI,French Committee for UNICEF,Swedish Committee for UNICEF,UNICEF Regular Resources,Spain,The United Kingdom,DR P PF PE AGADEZ,Japan,UNICEF",2017,USD,185541
139,XM-DAC-41122-Niger-3180/A0/06/883/003,3.3 ENABLING ENVIRONMENT,"Output 3.3: By 2018\, the water and sanitation sector has a strategy\, a coordination mechanism\, an effective monitoring and\revaluation system and strengthened capacities\, which contributes to Wash â€“ General\, Water. UNICEF aims to achieve this through Systems Strengthening And Institution Building. This contributes to the following Country Programme result: Outcome 3: By 2018\, children\, in particular the most vulnerable\, have access to improved water sources and adequate sanitation\rfacilities in schools\, health centers and communities to prevent diseases\, including in emergency situations.",14010,Water sector policy and administrative management,UNICEF,"United States Fund for UNICEF,French Committee for UNICEF,UNICEF,Canada,ONG CISP COMITATO INTERNAZIONALE PER LO SVILUPPO DEI POPOLI,DR P PF PE AGADEZ,CABINET DU PREMIER,The United Kingdom,UNICEF Regular Resources,Swedish Committee for UNICEF,Global - Water Sanitation & Hygiene,UNICEF,Netherlands",2017,USD,392935
140,XM-DAC-41122-Niger-3180/A0/06/883/003,3.3 ENABLING ENVIRONMENT,"Output 3.3: By 2018\, the water and sanitation sector has a strategy\, a coordination mechanism\, an effective monitoring and\revaluation system and strengthened capacities\, which contributes to Wash â€“ General\, Water. UNICEF aims to achieve this through Systems Strengthening And Institution Building. This contributes to the following Country Programme result: Outcome 3: By 2018\, children\, in particular the most vulnerable\, have access to improved water sources and adequate sanitation\rfacilities in schools\, health centers and communities to prevent diseases\, including in emergency situations.",14020,Water supply and sanitation - large systems,UNICEF,"United States Fund for UNICEF,French Committee for UNICEF,UNICEF,Canada,ONG CISP COMITATO INTERNAZIONALE PER LO SVILUPPO DEI POPOLI,DR P PF PE AGADEZ,CABINET DU PREMIER,The United Kingdom,UNICEF Regular Resources,Swedish Committee for UNICEF,Global - Water Sanitation & Hygiene,UNICEF,Netherlands",2017,USD,392935
141,44000-P117365,Urban Water and Sanitation Project,The Objective of the Project  is to increase access to sustainable water supply services and to improved sanitation services in some urban areas in the recipient' s territory.,14010,Water sector policy and administrative management,World Bank,"International Development Association,Republic of Niger\, Ministry of Planning,International Development Association,Ministry of Hydraulic and Sanitation,Cellule de Coordination du PEAMU,Societe de Patrimoine des Eaux du Niger (SPEN)",2018,USD,10379825
142,44000-P117365,Urban Water and Sanitation Project,The Objective of the Project  is to increase access to sustainable water supply services and to improved sanitation services in some urban areas in the recipient' s territory.,14021,Water supply - large systems,World Bank,"International Development Association,Republic of Niger\, Ministry of Planning,International Development Association,Ministry of Hydraulic and Sanitation,Cellule de Coordination du PEAMU,Societe de Patrimoine des Eaux du Niger (SPEN)",2018,USD,10379825
143,44000-P117365,Urban Water and Sanitation Project,The Objective of the Project  is to increase access to sustainable water supply services and to improved sanitation services in some urban areas in the recipient' s territory.,14022,Sanitation - large systems,World Bank,"International Development Association,Republic of Niger\, Ministry of Planning,International Development Association,Ministry of Hydraulic and Sanitation,Cellule de Coordination du PEAMU,Societe de Patrimoine des Eaux du Niger (SPEN)",2018,USD,10379825
144,DAC-1601-OPP1178512,West Africa think tank network,to cultivate demand driven evidence-based research to inform policies and practices in the field of urban sanitation with a focus on NSS and FSM in Senegal and other West African countries and municipalities to achieve SDG 6.2.,14032,Basic sanitation,Bill and Melinda Gates Foundation,"Bill and Melinda Gates Foundation,Agricultural and Rural Prospective Initiative",2018,USD,400000
145,GB-CHC-1171353-GB-CHC-1171353-T-4001457140,CityTaps SAS,"CityTaps has developed a solution that bridges the gap between water utilities and the urban poor: a prepayment service that comprises a smart and prepaid water meter\, and billing software.",14020,Water supply and sanitation - large systems,Global Innovation Fund,CityTaps,2018,USD,200000
146,SE-0-SE-6-6105003402-NER-14010,"UNDP Water & Oceans Governance Programme 2014-2020,UNDP Water & Oceans Governance Programme 2014-2020","Denna beredning avser ett stöd till UNDPs Strategi för Water & Oceans Governance Programme (WOGP) 2014-17. Totalt avtalsbelopp med Sida för perioden är 121 miljoner kronor och hela strategin är på 148 miljoner USD (1 milijard kronor) inklusive andra givares\, främst GEFs stöd\, men exclusive regeringars medfinansiering .\r\nVerksamheternas fokus ligger fortsatt på stödjandet av vattensektorreformer och stärkandet av sektorförvaltning (governance) vad gäller vattenresursförvaltning\, dricksvattenförsörjning\, sanitet samt hygien genom etablerade mekanismer\, kanaler och program såsom WGF\, GoAL-WaSH och Shared Waters Partnership. \r\nSidas bedömning är att planerade verksamheter och aktiviteter kommer att kunna genomföras som planerat och i enlighet med uppsatta mål och förväntade resultat i UNDPs strategi. \r\nDen valda finansieringsformen är ett icke-öronmärkt programbaserat (PBA) gåvobistånd. Koordinering sker dels genom ett årligt möte samt i direkt dialog med UNDP. Uppföljning kommer\, förutom genom årsgenomgångar\, att ske i form av bedömning av narrativa och finansiella rapporter och annat relevant material som tas fram av programmet.,The UNDP Water Governance Program (WGP) aims towards assisting countries improve water governance\, building capacities and           mainstreaming effective water resources management\, water supply and  sanitation policy at different levels - local\, national\, regional and global.The support includes earlier UNDP CapNet programme.,The UNDP Water and Ocean Governance Programme (WOGP) is an umbrella\nprogramme composed of a set of coordinated projects and programs. Each project and\nprogram has activities at either local\, national\, regional or global level. The objective\nwith WOGP is to help countries achieve integrated\, climate-resilient\, sustainable and\nequitable management of water and ocean resources\, and universal access to safe water\nsupply and sanitation\, through improved water and ocean governance\, in turn\ncontributing to poverty alleviation and human development.\n\nThe WOGP is one of the main global mechanisms contributing to the delivery of the\nfreshwater and ocean aspects of UNDP's main Strategic Plan. It addresses the challenges\nrelated to the Sustainable Development Goals SDG 6 and SDG 14. The focus on\ngovernance and collective efforts towards protecting freshwater and marine resources\,\nand delivering related services\, connects WOGP with the broad approach of the 2030\nAgenda.\n\nSidas funding of WOGP is not earmarked to any specific project or activity. Instead\,\nUNDP maintains that Sida's support is critical for the cross-programme knowledge\nmanagement\, capacity development and coordinated policy advocacy and thought\nleadership organised through UNDPs Global Policy Network. This cross-programme\nmanagement and coordination is facilitated through the delivery mechanisms of the\nUNDP-SIWI Water Governance Facility\, hosted by the Stockholm International Water\nInstitute (SIWI). The capacity building programme International Capacity Development\nNetwork for Sustainable Water Management (Cap-Net) is hosted by the Global Water\nPartnership Organization (GWPO).",14010,Water sector policy and administrative management,Sweden,"Sweden,UNDP/United Nations Development Programme,Swedish International Development Cooperation Agency,UNDP/United Nations Development Programme",2018,USD,0
147,SE-0-SE-6-6105030102-NER-14030,"COVID-19 Unicef WASH 2018-2021-2022,COVID-19 Unicef WASH 2018-2021-2022","Reprogrammed funds to address COVID-19\rUNICEF WASH 2018-2021. A global thematic non-earmarked support for UNICEF work on water\, sanitation and hygiene (WASH) in line with their strategic plan 2018-2021. The programme has a strong focus on gender equality. The intervention is a thematic support; a financing modality promoted by the Swedish strategy ""Strategi för multilateral utvecklingspolitik"" that gives larger room for efficiency and flexibility for the recipient organisation through internal budget allocations\, and thereby providing improved conditions for risk management and results based management during implementation. The modality requires Sida to base the assessment mainly on the organisation's internal systems instead of predetermined details on execution.,Omprogrammerade medel för att bekämpa covid-19\rUNICEF WASH 2018-2021. Insatsen avser ett globalt flexibelt icke-öronmärkt tematiskt stöd till UNICEF´s arbete inom vatten\, sanitet och hygien (WASH) i enlighet med den strategiska planen 2018-2021. Insatsen har ett starkt jämställdhetsfokus.,The objective of the contribution is to support UNICEF to implement activities with the aim to contribute to ""sustained use of safe water and sanitation services and adoption of hygiene practices and strengthened systems for a clean and safe environment for all children\, women\, girls and boys\, particularly the most disadvantaged and those affected by humanitarian situations"" which is the outcome statement of UNICEF's goal area 4 ""Every child lives in a safe and clean environment"" as per UNICEF's Strategic Plan 2018-2021.\n\nFor the year 2022 the objectives are encompassed in the following two result areas of the new Strategic Plan (2022-2025)  under Goal Area 4: Every child\, including adolescents\, use safe\, equitable water\, sanitation and hygiene services and lives in a safe and sustainable climate and environment.\n\n• Result Area 1: Sustained access to and use of safe water\, sanitation and hygiene practices\nfor all children and adolescents\, particularly the most disadvantaged and those living in\nhumanitarian and fragile contexts\n• Result Area 2: Strengthened and resourced WASH systems for gender equal\, inclusive\,\naffordable\, and sustainable services to meet the rights of all children and adolescents\,\nparticularly the most disadvantaged and those living in humanitarian and fragile contexts.",14030,Basic drinking water supply and basic sanitation,Sweden,"Sweden,UNICEF/United Nations Children's Fund,Swedish International Development Cooperation Agency,UNICEF/United Nations Children's Fund",2018,USD,792252
148,XM-DAC-41122-Niger-3180/A0/06/883/001,3.1 IMPROVED ACCESS TO SAFE DRINKG WATER,"Output 3.1: By 2018\, communities\, schools and health facilities in the most-at-risk geographic areas have improved\, sustainable\raccess to safe drinking water and sanitation\, which contributes to Sanitation\, Wash In Schools And Ecd Centres\, Wash â€“ General\, Water\, Water Supply. UNICEF aims to achieve this through Systems Strengthening And Institution Building. This contributes to the following Country Programme result: Outcome 3: By 2018\, children\, in particular the most vulnerable\, have access to improved water sources and adequate sanitation\rfacilities in schools\, health centers and communities to prevent diseases\, including in emergency situations.",14021,Water supply - large systems,UNICEF,"CABINET DU PREMIER,French Committee for UNICEF,UNICEF,ONG CISP COMITATO INTERNAZIONALE PER LO SVILUPPO DEI POPOLI,Swedish Committee for UNICEF,Global - Water Sanitation & Hygiene,United States Fund for UNICEF,DR P PF PE AGADEZ,Japan,UNICEF Regular Resources,Germany,UNICEF,European Commission/EC,UNOCHA,The United Kingdom",2018,USD,692054
149,XM-DAC-41122-Niger-3180/A0/06/883/002,3.2 GOOD HYGIENE & SANITATION PRACTICES,"Output 3.2: By 2018\, households\, including children and adolescents\, adopt favourable behaviours for improving hygiene and\rsanitation conditions at community level\, in schools and health facilities\, which contributes to Hygiene\, Sanitation\, Wash In Schools And Ecd Centres\, Water\, Water Supply. UNICEF aims to achieve this through Evaluations\, Research And Data\, Systems Strengthening And Institution Building. This contributes to the following Country Programme result: Outcome 3: By 2018\, children\, in particular the most vulnerable\, have access to improved water sources and adequate sanitation\rfacilities in schools\, health centers and communities to prevent diseases\, including in emergency situations.",14020,Water supply and sanitation - large systems,UNICEF,"UNICEF,Global - Water Sanitation & Hygiene,CABINET DU PREMIER,ONG CISP COMITATO INTERNAZIONALE PER LO SVILUPPO DEI POPOLI,French Committee for UNICEF,Swedish Committee for UNICEF,UNICEF Regular Resources,Spain,The United Kingdom,DR P PF PE AGADEZ,Japan,UNICEF",2018,USD,729257
150,XM-DAC-41122-Niger-3180/A0/06/883/003,3.3 ENABLING ENVIRONMENT,"Output 3.3: By 2018\, the water and sanitation sector has a strategy\, a coordination mechanism\, an effective monitoring and\revaluation system and strengthened capacities\, which contributes to Wash â€“ General\, Water. UNICEF aims to achieve this through Systems Strengthening And Institution Building. This contributes to the following Country Programme result: Outcome 3: By 2018\, children\, in particular the most vulnerable\, have access to improved water sources and adequate sanitation\rfacilities in schools\, health centers and communities to prevent diseases\, including in emergency situations.",14010,Water sector policy and administrative management,UNICEF,"United States Fund for UNICEF,French Committee for UNICEF,UNICEF,Canada,ONG CISP COMITATO INTERNAZIONALE PER LO SVILUPPO DEI POPOLI,DR P PF PE AGADEZ,CABINET DU PREMIER,The United Kingdom,UNICEF Regular Resources,Swedish Committee for UNICEF,Global - Water Sanitation & Hygiene,UNICEF,Netherlands",2018,USD,329575
151,XM-DAC-41122-Niger-3180/A0/06/883/003,3.3 ENABLING ENVIRONMENT,"Output 3.3: By 2018\, the water and sanitation sector has a strategy\, a coordination mechanism\, an effective monitoring and\revaluation system and strengthened capacities\, which contributes to Wash â€“ General\, Water. UNICEF aims to achieve this through Systems Strengthening And Institution Building. This contributes to the following Country Programme result: Outcome 3: By 2018\, children\, in particular the most vulnerable\, have access to improved water sources and adequate sanitation\rfacilities in schools\, health centers and communities to prevent diseases\, including in emergency situations.",14020,Water supply and sanitation - large systems,UNICEF,"United States Fund for UNICEF,French Committee for UNICEF,UNICEF,Canada,ONG CISP COMITATO INTERNAZIONALE PER LO SVILUPPO DEI POPOLI,DR P PF PE AGADEZ,CABINET DU PREMIER,The United Kingdom,UNICEF Regular Resources,Swedish Committee for UNICEF,Global - Water Sanitation & Hygiene,UNICEF,Netherlands",2018,USD,329575
152,XM-DAC-41301-651961,Formulation Programme de Mobilisation des Eaux et actions pilotes Initiative 1 million de Citernes,Aider le Gouvernement du Niger à formuler un programme de mobilisation et de valorisations des eaux pour lutter contre la pauvreté et l?insécurité alimentaire et nutritionnelle.\r\nAider le Gouvernement de mettre en oeuvre au Niger « l'initiative 1 million de citernes pour le Sahel » lancée en 2017 par la FAO.,14010,Water sector policy and administrative management,Food and Agriculture Organization (FAO),"Food and Agriculture Organization (FAO),Food and Agriculture Organization (FAO),Food and Agriculture Organization (FAO)",2018,USD,500000
153,44000-P117365,Urban Water and Sanitation Project,The Objective of the Project  is to increase access to sustainable water supply services and to improved sanitation services in some urban areas in the recipient' s territory.,14010,Water sector policy and administrative management,World Bank,"International Development Association,Republic of Niger\, Ministry of Planning,International Development Association,Ministry of Hydraulic and Sanitation,Cellule de Coordination du PEAMU,Societe de Patrimoine des Eaux du Niger (SPEN)",2019,USD,15232997
154,44000-P117365,Urban Water and Sanitation Project,The Objective of the Project  is to increase access to sustainable water supply services and to improved sanitation services in some urban areas in the recipient' s territory.,14021,Water supply - large systems,World Bank,"International Development Association,Republic of Niger\, Ministry of Planning,International Development Association,Ministry of Hydraulic and Sanitation,Cellule de Coordination du PEAMU,Societe de Patrimoine des Eaux du Niger (SPEN)",2019,USD,15232997
155,44000-P117365,Urban Water and Sanitation Project,The Objective of the Project  is to increase access to sustainable water supply services and to improved sanitation services in some urban areas in the recipient' s territory.,14022,Sanitation - large systems,World Bank,"International Development Association,Republic of Niger\, Ministry of Planning,International Development Association,Ministry of Hydraulic and Sanitation,Cellule de Coordination du PEAMU,Societe de Patrimoine des Eaux du Niger (SPEN)",2019,USD,15232997
156,44000-P169830,Niger First Laying the Foundation for Inclusive Development Policy Financing,"The Program Development Objective (PDO) and Pillars of the Operation are: (i) Reducing Gender Gaps; (ii) Expanding access to electricity and potable water\, and (iii) Improving transparency and Debt Management.",14010,Water sector policy and administrative management,World Bank,"International Development Association,Republic of Niger,International Development Association,Ministry of Planning",2019,USD,526083607
157,44000-P169830,Niger First Laying the Foundation for Inclusive Development Policy Financing,"The Program Development Objective (PDO) and Pillars of the Operation are: (i) Reducing Gender Gaps; (ii) Expanding access to electricity and potable water\, and (iii) Improving transparency and Debt Management.",14021,Water supply - large systems,World Bank,"International Development Association,Republic of Niger,International Development Association,Ministry of Planning",2019,USD,526083607
158,DAC-1601-OPP1178512,West Africa think tank network,to cultivate demand driven evidence-based research to inform policies and practices in the field of urban sanitation with a focus on NSS and FSM in Senegal and other West African countries and municipalities to achieve SDG 6.2.,14032,Basic sanitation,Bill and Melinda Gates Foundation,"Bill and Melinda Gates Foundation,Agricultural and Rural Prospective Initiative",2019,USD,250000
159,GB-CHC-1171353-GB-CHC-1171353-T-4001457140,CityTaps SAS,"CityTaps has developed a solution that bridges the gap between water utilities and the urban poor: a prepayment service that comprises a smart and prepaid water meter\, and billing software.",14020,Water supply and sanitation - large systems,Global Innovation Fund,CityTaps,2019,USD,300000
160,SE-0-SE-6-6105003402-NER-14010,"UNDP Water & Oceans Governance Programme 2014-2020,UNDP Water & Oceans Governance Programme 2014-2020","Denna beredning avser ett stöd till UNDPs Strategi för Water & Oceans Governance Programme (WOGP) 2014-17. Totalt avtalsbelopp med Sida för perioden är 121 miljoner kronor och hela strategin är på 148 miljoner USD (1 milijard kronor) inklusive andra givares\, främst GEFs stöd\, men exclusive regeringars medfinansiering .\r\nVerksamheternas fokus ligger fortsatt på stödjandet av vattensektorreformer och stärkandet av sektorförvaltning (governance) vad gäller vattenresursförvaltning\, dricksvattenförsörjning\, sanitet samt hygien genom etablerade mekanismer\, kanaler och program såsom WGF\, GoAL-WaSH och Shared Waters Partnership. \r\nSidas bedömning är att planerade verksamheter och aktiviteter kommer att kunna genomföras som planerat och i enlighet med uppsatta mål och förväntade resultat i UNDPs strategi. \r\nDen valda finansieringsformen är ett icke-öronmärkt programbaserat (PBA) gåvobistånd. Koordinering sker dels genom ett årligt möte samt i direkt dialog med UNDP. Uppföljning kommer\, förutom genom årsgenomgångar\, att ske i form av bedömning av narrativa och finansiella rapporter och annat relevant material som tas fram av programmet.,The UNDP Water Governance Program (WGP) aims towards assisting countries improve water governance\, building capacities and           mainstreaming effective water resources management\, water supply and  sanitation policy at different levels - local\, national\, regional and global.The support includes earlier UNDP CapNet programme.,The UNDP Water and Ocean Governance Programme (WOGP) is an umbrella\nprogramme composed of a set of coordinated projects and programs. Each project and\nprogram has activities at either local\, national\, regional or global level. The objective\nwith WOGP is to help countries achieve integrated\, climate-resilient\, sustainable and\nequitable management of water and ocean resources\, and universal access to safe water\nsupply and sanitation\, through improved water and ocean governance\, in turn\ncontributing to poverty alleviation and human development.\n\nThe WOGP is one of the main global mechanisms contributing to the delivery of the\nfreshwater and ocean aspects of UNDP's main Strategic Plan. It addresses the challenges\nrelated to the Sustainable Development Goals SDG 6 and SDG 14. The focus on\ngovernance and collective efforts towards protecting freshwater and marine resources\,\nand delivering related services\, connects WOGP with the broad approach of the 2030\nAgenda.\n\nSidas funding of WOGP is not earmarked to any specific project or activity. Instead\,\nUNDP maintains that Sida's support is critical for the cross-programme knowledge\nmanagement\, capacity development and coordinated policy advocacy and thought\nleadership organised through UNDPs Global Policy Network. This cross-programme\nmanagement and coordination is facilitated through the delivery mechanisms of the\nUNDP-SIWI Water Governance Facility\, hosted by the Stockholm International Water\nInstitute (SIWI). The capacity building programme International Capacity Development\nNetwork for Sustainable Water Management (Cap-Net) is hosted by the Global Water\nPartnership Organization (GWPO).",14010,Water sector policy and administrative management,Sweden,"Sweden,UNDP/United Nations Development Programme,Swedish International Development Cooperation Agency,UNDP/United Nations Development Programme",2019,USD,0
161,SE-0-SE-6-6105030102-NER-14030,"COVID-19 Unicef WASH 2018-2021-2022,COVID-19 Unicef WASH 2018-2021-2022","Reprogrammed funds to address COVID-19\rUNICEF WASH 2018-2021. A global thematic non-earmarked support for UNICEF work on water\, sanitation and hygiene (WASH) in line with their strategic plan 2018-2021. The programme has a strong focus on gender equality. The intervention is a thematic support; a financing modality promoted by the Swedish strategy ""Strategi för multilateral utvecklingspolitik"" that gives larger room for efficiency and flexibility for the recipient organisation through internal budget allocations\, and thereby providing improved conditions for risk management and results based management during implementation. The modality requires Sida to base the assessment mainly on the organisation's internal systems instead of predetermined details on execution.,Omprogrammerade medel för att bekämpa covid-19\rUNICEF WASH 2018-2021. Insatsen avser ett globalt flexibelt icke-öronmärkt tematiskt stöd till UNICEF´s arbete inom vatten\, sanitet och hygien (WASH) i enlighet med den strategiska planen 2018-2021. Insatsen har ett starkt jämställdhetsfokus.,The objective of the contribution is to support UNICEF to implement activities with the aim to contribute to ""sustained use of safe water and sanitation services and adoption of hygiene practices and strengthened systems for a clean and safe environment for all children\, women\, girls and boys\, particularly the most disadvantaged and those affected by humanitarian situations"" which is the outcome statement of UNICEF's goal area 4 ""Every child lives in a safe and clean environment"" as per UNICEF's Strategic Plan 2018-2021.\n\nFor the year 2022 the objectives are encompassed in the following two result areas of the new Strategic Plan (2022-2025)  under Goal Area 4: Every child\, including adolescents\, use safe\, equitable water\, sanitation and hygiene services and lives in a safe and sustainable climate and environment.\n\n• Result Area 1: Sustained access to and use of safe water\, sanitation and hygiene practices\nfor all children and adolescents\, particularly the most disadvantaged and those living in\nhumanitarian and fragile contexts\n• Result Area 2: Strengthened and resourced WASH systems for gender equal\, inclusive\,\naffordable\, and sustainable services to meet the rights of all children and adolescents\,\nparticularly the most disadvantaged and those living in humanitarian and fragile contexts.",14030,Basic drinking water supply and basic sanitation,Sweden,"Sweden,UNICEF/United Nations Children's Fund,Swedish International Development Cooperation Agency,UNICEF/United Nations Children's Fund",2019,USD,85660
162,XM-DAC-41122-Niger-3180/A0/06/883/001,3.1 IMPROVED ACCESS TO SAFE DRINKG WATER,"Output 3.1: By 2018\, communities\, schools and health facilities in the most-at-risk geographic areas have improved\, sustainable\raccess to safe drinking water and sanitation\, which contributes to Sanitation\, Wash In Schools And Ecd Centres\, Wash â€“ General\, Water\, Water Supply. UNICEF aims to achieve this through Systems Strengthening And Institution Building. This contributes to the following Country Programme result: Outcome 3: By 2018\, children\, in particular the most vulnerable\, have access to improved water sources and adequate sanitation\rfacilities in schools\, health centers and communities to prevent diseases\, including in emergency situations.",14021,Water supply - large systems,UNICEF,"CABINET DU PREMIER,French Committee for UNICEF,UNICEF,ONG CISP COMITATO INTERNAZIONALE PER LO SVILUPPO DEI POPOLI,Swedish Committee for UNICEF,Global - Water Sanitation & Hygiene,United States Fund for UNICEF,DR P PF PE AGADEZ,Japan,UNICEF Regular Resources,Germany,UNICEF,European Commission/EC,UNOCHA,The United Kingdom",2019,USD,53308
163,XM-DAC-41122-Niger-3180/A0/06/883/002,3.2 GOOD HYGIENE & SANITATION PRACTICES,"Output 3.2: By 2018\, households\, including children and adolescents\, adopt favourable behaviours for improving hygiene and\rsanitation conditions at community level\, in schools and health facilities\, which contributes to Hygiene\, Sanitation\, Wash In Schools And Ecd Centres\, Water\, Water Supply. UNICEF aims to achieve this through Evaluations\, Research And Data\, Systems Strengthening And Institution Building. This contributes to the following Country Programme result: Outcome 3: By 2018\, children\, in particular the most vulnerable\, have access to improved water sources and adequate sanitation\rfacilities in schools\, health centers and communities to prevent diseases\, including in emergency situations.",14020,Water supply and sanitation - large systems,UNICEF,"UNICEF,Global - Water Sanitation & Hygiene,CABINET DU PREMIER,ONG CISP COMITATO INTERNAZIONALE PER LO SVILUPPO DEI POPOLI,French Committee for UNICEF,Swedish Committee for UNICEF,UNICEF Regular Resources,Spain,The United Kingdom,DR P PF PE AGADEZ,Japan,UNICEF",2019,USD,1291
164,XM-DAC-41122-Niger-3180/A0/06/883/003,3.3 ENABLING ENVIRONMENT,"Output 3.3: By 2018\, the water and sanitation sector has a strategy\, a coordination mechanism\, an effective monitoring and\revaluation system and strengthened capacities\, which contributes to Wash â€“ General\, Water. UNICEF aims to achieve this through Systems Strengthening And Institution Building. This contributes to the following Country Programme result: Outcome 3: By 2018\, children\, in particular the most vulnerable\, have access to improved water sources and adequate sanitation\rfacilities in schools\, health centers and communities to prevent diseases\, including in emergency situations.",14010,Water sector policy and administrative management,UNICEF,"United States Fund for UNICEF,French Committee for UNICEF,UNICEF,Canada,ONG CISP COMITATO INTERNAZIONALE PER LO SVILUPPO DEI POPOLI,DR P PF PE AGADEZ,CABINET DU PREMIER,The United Kingdom,UNICEF Regular Resources,Swedish Committee for UNICEF,Global - Water Sanitation & Hygiene,UNICEF,Netherlands",2019,USD,42681
165,XM-DAC-41122-Niger-3180/A0/06/883/003,3.3 ENABLING ENVIRONMENT,"Output 3.3: By 2018\, the water and sanitation sector has a strategy\, a coordination mechanism\, an effective monitoring and\revaluation system and strengthened capacities\, which contributes to Wash â€“ General\, Water. UNICEF aims to achieve this through Systems Strengthening And Institution Building. This contributes to the following Country Programme result: Outcome 3: By 2018\, children\, in particular the most vulnerable\, have access to improved water sources and adequate sanitation\rfacilities in schools\, health centers and communities to prevent diseases\, including in emergency situations.",14020,Water supply and sanitation - large systems,UNICEF,"United States Fund for UNICEF,French Committee for UNICEF,UNICEF,Canada,ONG CISP COMITATO INTERNAZIONALE PER LO SVILUPPO DEI POPOLI,DR P PF PE AGADEZ,CABINET DU PREMIER,The United Kingdom,UNICEF Regular Resources,Swedish Committee for UNICEF,Global - Water Sanitation & Hygiene,UNICEF,Netherlands",2019,USD,42681
166,XM-DAC-41122-Niger-3180/A0/07/883/001,"EQUITABLE Water\, Sanitation\, and Hygiene (WASH) SERVICES","Municipalities\, private operators\, NGOs and community-based management structures have improved capacity to equitably provide WASH\rservices at the community level\, in schools and in health facilities\, including in humanitarian situations.\, which contributes to Climate Change\, Disaster Risks And Envionmental Degradation\, Evaluation\, Research\, Safe And Equitable Water\, Sanitation And Hygiene Services And Practices\, Water\, Sanitation And Hygiene Systems And Empowerment Of Communities. UNICEF aims to achieve this through Advocacy And Public Engagement\, Evaluations\, Research And Data\, Systems Strengthening And Institution Building\, Systems Strengthening To Leave No One Behind. This contributes to the following Country Programme result: Girls and boys\, especially the most vulnerable\, and those in humanitarian situations\, use safe and clean drinking water and\rsanitation services in a clean and safe environment and adopt appropriate hygiene practices.",14020,Water supply and sanitation - large systems,UNICEF,"UNICEF,UNICEF Regular Resources,DIRECTION REGIONALE HYDRAULIQUE ZDR ZINDER,WFP  - Italy,Germany,Netherlands,United Nations Multi Partner Trust,DIRECTION REGIONALE HYDRAULIQUE MI MARADI,German Committee for UNICEF,MINISTERE DE L HYDRAULIQUE ET DE L ENVIRONNEMENT,The United Kingdom,DIRECTION GENERALE L HYDRAULIQUE AG ADM PROGRAMME EHA UNICEF,Norway,Global - Water Sanitation & Hygiene,APPUI AUX ACTIVITES WASH UNICEF DRH TAHOUA,PROGRAMME EHA UNICEF DRHA DIFFA,SECRETARIAT GENERAL MEP,DIRECTION REGIONALE HYDRAULIQUE DRH TILLABERY,MECANISME COMMUN DE FINANCEMENT,PROGRAMME EHA UNICEF DRHA DOSSO,UNICEF",2019,USD,567321
